source_dbs,source_ids,doi,pmid,title,year,publication_date,work_type,venue,cited_by_count,url,query_tasks,included,exclusion_reason,class_code,class_en,class_zh,primary_task,task_en,task_zh,evidence_tier,abstract
Europe PMC; OpenAlex,MED:34052450; W3165234985,10.1016/j.wneu.2021.05.075,34052450,Resection of Intracranial Tumors with a Robotic-Assisted Digital Microscope: A Preliminary Experience with Robotic Scope,2021,2021-05-27,article,World Neurosurgery,24,https://doi.org/10.1016/j.wneu.2021.05.075,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"<h4>Background</h4>Magnified intraoperative visualization is of paramount importance during microsurgical procedures. Although the introduction of the operating microscope represented one of the most relevant innovations in modern neurosurgery, surgical vision and maneuverability can be limited in cases with unfavorable angles of attack. In such cases, the placement of the operating microscope can be difficult and result in significant discomfort to the surgeon. In previous decades, exoscopes were introduced as alternative tools to provide optimal ergonomics by decoupling the line of sight of the surgeon from the binocular lenses. However, exoscopic platforms entail interim manual adjustments of the camera position and setting. To overcome this limitation, robotic-assisted digital microscopy was developed. We have reported our preliminary experience with the RoboticScope to investigate the feasibility and safety of this novel digital system for intraoperative magnification.<h4>Methods</h4>In September 2020, the RoboticScope was used to perform 3 cranial procedures for the resection of brain tumors. The surgeon's opinion was recorded to evaluate the quality of the intraoperative vision, the safety and efficacy of the surgical maneuverability, and the surgeon's personal comfort.<h4>Results</h4>RoboticScope provided remarkable advantages in terms of enhanced workflow efficacy and increased comfort of the surgeon during the microsurgical phase of the cranial procedures. The overall quality of the intraoperative digital imaging was rated not inferior to that of traditional optical microscopes.<h4>Conclusions</h4>The RoboticScope is a promising device that might represent a valuable alternative to conventional tools for intraoperative visualization in the resection of intracranial tumors."
Europe PMC,MED:36284909,10.3171/2021.4.focvid2127,36284909,Resection of a pineal region papillary tumor using robotic exoscope: improved visualization and ergonomics for deep seeded tumor.,2021,2021-07-01,,Neurosurgical focus: Video,2,https://doi.org/10.3171/2021.4.focvid2127,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"Surgery for pineal region tumors is technically challenging due to their deep location and close proximity to critical deep venous structures, midbrain, and thalamus. A high-definition video exoscope was recently proposed as an alternative to the operating microscope. The authors illustrate a case of the midline supracerebellar infratentorial approach to resect a pineal region tumor using the Modus V exoscope and demonstrate the improved visualization of critical structures in this deep location. Additionally, the marked improvement in surgeon comfort suggests that this system may have significant advantages over traditional microscope-based surgery for tumors of the pineal region. The video can be found here: https://stream.cadmore.media/r10.3171/2021.4.FOCVID2127."
Europe PMC; OpenAlex,MED:34327102; W3174558002,10.7759/cureus.15878,34327102,The Role of 3D Exoscope Systems in Neurosurgery: An Optical Innovation,2021,2021-06-23,article,Cureus,74,https://doi.org/10.7759/cureus.15878,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"The development of the three-dimensional (3D) exoscope is a marvel of technological innovation in modern surgical practice. While its predecessor, the operating microscope (OM), has long been the gold-standard surgical visualization modality, its particular limitations in terms of accessibility and ergonomic demand have led to the development of a more sophisticated, 3D model. Specifically, the 3D exoscope allows for an enhanced image quality of the surgical field, while also being more ergonomically favorable. Moreover, this device's ability to handle delicate microsensitve procedures, along with its alleviation of surgeon fatigue, indicates great potential for neurosurgical application. For this narrative review, the authors queried PubMed database using the keyword ""exoscope"" to identify relevant studies involving the specialty of neurosurgery that were published in English language full text. The search yielded full-text English language-related articles regarding neurosurgical exoscope, its applications and limitations. The 3D exoscope uniquely allows for enhanced surgeon comfort and superior imaging of the patient's real-time anatomy. However, the OM was described to having a slight image favorability with fusion and decompression surgery. Cost analysis is highlighted for its potential disparity. 3D exoscopes will potentially be incorporated with intelligent carriers and robotic surgical systems. Ultimately, with further studies highlighting its use, the 3D exoscope is expected to continue to imprint its status as one of the most efficient technological visualization tools in the future of neurosurgical practice."
Europe PMC; OpenAlex,MED:34480674; W3198788525,10.1007/s11701-021-01305-5,34480674,The evolution of image guidance in robotic-assisted laparoscopic prostatectomy (RALP): a glimpse into the future,2021,2021-09-04,article,Journal of Robotic Surgery,13,https://doi.org/10.1007/s11701-021-01305-5,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"<h4>Objectives</h4>To describe the innovative intraoperative technologies emerging to aid surgeons during minimally invasive robotic-assisted laparoscopic prostatectomy.<h4>Methods</h4>We searched multiple electronic databases reporting on intraoperative imaging and navigation technologies, robotic surgery in combination with 3D modeling and 3D printing used during laparoscopic or robotic-assisted laparoscopic prostatectomy. Additional searches were conducted for articles that considered the role of artificial intelligence and machine learning and their application to robotic surgery. We excluded studies using intraoperative navigation technologies during open radical prostatectomy and studies considering technology to visualize lymph nodes. Intraoperative imaging using either transrectal ultrasonography or augmented reality was associated with a potential decrease in positive surgical margins rates. Improvements in detecting capsular involvement may be seen with augmented reality. The benefit, feasibility and applications of other imaging modalities such as 3D-printed models and optical imaging are discussed.<h4>Conclusion</h4>The application of image-guided surgery and robotics has led to the development of promising new intraoperative imaging technologies such as augmented reality, fluorescence imaging, optical coherence tomography, confocal laser endomicroscopy and 3D printing. Currently challenges regarding tissue deformation and automatic tracking of prostate movements remain and there is a paucity in the literature supporting the use of these technologies. Urologic surgeons are encouraged to improve and test these advanced technologies in the clinical arena, preferably with comparative, randomized, trials."
OpenAlex,W3215832811,10.5152/balkanmedj.2021.21957,,Urologic Surgery in Digital Era: Foresights and Futuristic Approach,2021,2021-11-22,article,Balkan Medical Journal,7,https://doi.org/10.5152/balkanmedj.2021.21957,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"The new scientific developments and technological opportunities that have led to significant changes all build up the digital era. In medicine, the use of new technologies in patient diagnosis and treatment processes has opened new horizons for physicians and patients. As considering for the medical training, 3-dimensional modeling opportunities, virtual reality, augmented reality, and various simulators offered by the new technologies of the digital era have become a new hope. The 3-dimensional scanning and modeling, 3-dimensional medical printing, virtual reality technologies applications and simulators in urology are very recent and valuable. Besides, the exoscope-assisted 3-dimensional open surgery provides high-resolution 3-dimensional images to surgeons with high comfort as compared with old-fashioned operating microscopes. New modalities that tried to be integrated in robotic surgery are 3-dimensional reconstruction, usage of indocyanine green, augmented reality, contrast ultrasound, haptic feedback, and availability of single port. Some new companies announced their new robotic systems in the market. The use of these new technological applications during medical training, especially at the beginning of the education curve for various surgical interventions, may be beneficial in terms of reducing possible complications that may be encountered due to inexperience at the beginning of the education process and increasing patient safety. Urology will also stay at the futuristic approach in medicine, while 3-dimensional technologies used more widely in this field."
OpenAlex,W4205448185,10.1097/gox.0000000000004017,,Can 4K-3D Video Monitor-based Surgery Replace Microscope Use in Free Flap Transfer?,2022,2022-01-01,article,Plastic & Reconstructive Surgery Global Open,1,https://doi.org/10.1097/gox.0000000000004017,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"Endoscopic and robot-assisted surgery are increasingly used, and video monitor-based surgery is becoming the mainstream technique in gastrointestinal surgery. Although plastic surgeons have mainly used microscope-based systems since the 1970s, will video monitor-assisted surgery become the main tool? We share our experience with such a system. “Hawksight” (Mitaka Kohki, Tokyo, Japan) is a 4K–3D video monitor system similar to a small operating microscope (Fig. 1). The surgeon sees the images through the 55-inch 3D monitor, while the assistant surgeon on the other side uses a 31-inch 3D monitor. When wearing special 3D glasses, other staff can also see the 3D view. Using Hawksight, free jejunum flaps were transferred after total laryngo-pharyngo-esophagectomy for patients with hypopharyngeal cancer. The surgeons used Hawksight throughout the anastomoses (Fig. 2). (See Video 1 [online], which shows the arterial anastomosis.) (See Video 2 [online], which shows the venous anastomosis.) Four arterial anastomoses to the cervical vessels (superior thyroid, lingual, and transverse cervical arteries) were performed in an end-to-end fashion with 9-0 nylon sutures. Three venous anastomoses were made with various couplers (Synovis MCA, Birmingham, Ill.) in an end-to-end fashion to branches of the internal jugular veins, and one in an end-to-side fashion to the internal jugular vein. The time taken averaged 46 minutes (range 33–62 min) for arteries, and 31.3 minutes for veins (15–49 min). The flaps survived without any complications. {""href"":""Single Video Player"",""role"":""media-player-id"",""content-type"":""play-in-place"",""position"":""float"",""orientation"":""portrait"",""label"":""Video 1."",""caption"":""Arterial anastomosis is shown. Both low and high magnification are available. Video monitor shows sufficient magnification for microsurgery."",""object-id"":[{""pub-id-type"":""doi"",""id"":""""},{""pub-id-type"":""other"",""content-type"":""media-stream-id"",""id"":""1_vlnvb2sr""},{""pub-id-type"":""other"",""content-type"":""media-source"",""id"":""Kaltura""}]} {""href"":""Single Video Player"",""role"":""media-player-id"",""content-type"":""play-in-place"",""position"":""float"",""orientation"":""portrait"",""label"":""Video 2."",""caption"":""Venous anastomosis is shown. End-to-end anastomosis is performed using a coupler device. It is almost equivalent to microscopic surgery."",""object-id"":[{""pub-id-type"":""doi"",""id"":""""},{""pub-id-type"":""other"",""content-type"":""media-stream-id"",""id"":""1_7scphs9z""},{""pub-id-type"":""other"",""content-type"":""media-source"",""id"":""Kaltura""}]} Fig. 1.: The surgeon (right) performs microsurgery via the 55-inch 4K–3D monitor, wearing 3D glasses. The assistant surgeon sees the same image on the 31-inch monitor.Fig. 2.: As the maximum magnification is 110×, a sufficient zoom view is obtained for head and neck microvascular reconstruction.Video monitor-based surgery is becoming a standard technique in many types of surgeries, such as oral or laryngeal surgeries, or robotic surgery for head and neck lesions. The advantage of this 4K–3D system in our experience is that the magnification is higher than with conventional microscopes, handling is similar, and because of the longer focal distance (100 cm), more space is secured in front of the surgeon. The maximum magnification of conventional microscopes is 20–30×, whereas it is 110× with Hawksight. Higher magnification assists in assuring the accuracy of anastomosis during, for example, lymphatic surgery. Even if the imaging camera is placed in an area not visible to the surgeon, the operation can be continued using the monitor. Thus, another advantage is the ability to benefit from magnified surgery in areas where a conventional microscope cannot access the field of view. Note that all the assisting staff can also obtain a 3D view if 3D glasses are worn, but only a 2D view can be seen through a conventional microscope monitor.1 The system also has advantages for teaching.2 The system has been advocated for micro–macro borderless surgery because it works at both low and high magnifications.3,4 What is of concern is that surgeons might be unfamiliar with video monitor-assisted surgery. Moreover, there is a slight difficulty in seeing white objects, and surgeons tend to set the magnification too high. The more we can zoom in, the more we do so. Because the microsurgical maneuvers are almost the same as in standard methods, we believe that plastic surgeons can transit easily to this system once they get used to the monitor-based style. This approach is expected to become popular in plastic surgery. DISCLOSURE The authors have no financial interests to declare in relation to the content of this article."
OpenAlex,W4225415779,10.1097/01.hj.0000831164.69650.fe,,Can A Vision-Based Augmented Reality System Be Used for Middle Ear Surgery?,2022,2022-04-28,article,The Hearing Journal,0,https://doi.org/10.1097/01.hj.0000831164.69650.fe,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"Virtual reality—a computer-generated environment with realistic-looking scenes and objects aiming to make the user feel immersed—is becoming more widely used, often applied in the areas of entertainment, education, and business. Augmented reality (AR) is a lesser known but similar technology, one that superimposes a computer-generated image on a user’s view of their actual environment, making a composite view. Four scientists at the University of Burgundy in Dijon, France, set out to discover if AR based completely on image features can be successfully used for middle ear surgery in operating room conditions. The resulting study, “Vision-Based Augmented Reality System for Middle Ear Surgery: Evaluation in Operating Room Environment,” was published in Otology & Neurotology last March.www.shutterstock.com.BACKGROUND Middle ear surgery requires manipulating small, delicate, and complex structures within a very small space. Crucial nerves and blood vessels are also located close to these structures, and conventional image guidance systems for use in ear surgery are insufficiently precise and poorly ergonomic. The usual method of performing surgery on the middle ear involves accessing it through the external auditory canal after elevating the tympanomeatal flap, which causes bleeding into the middle ear, risks tympanic membrane perforation or lateralization, injures the ossicles or chorda tympani, and requires several days of postoperative care. The transtympanic method of middle ear surgery, on the other hand, accesses middle ear cleft structures via a small puncture in the tympanic membrane that heals on its own; the route is faster, the tympanic membrane is preserved, there is less bleeding, and the postoperative care is less painful. This method, however, probably requires a robot-based technique, and clear views of the middle ear and surgical instruments behind the closed tympanic membrane are essential. These requirements lead to the question of whether a vision-based AR system can fulfill them and provide a more efficient option for performing middle ear surgery. METHODS AND RESULTS The study included nine adults undergoing ossicular procedures, and the AR was obtained via a combination of real-time video from the operating microscope and the virtual image from the computer topography scan performed before the operation. Initial registration between the two was achieved through manual selection of six points on the tympanic sulcus. An image-feature matching algorithm tracked patient-microscope movements during the surgeries, and the microscope was randomly moved at approximately five millimeters per second in the three axes of space and rotation for 180 seconds. The system’s accuracy was measured by determining the distance between each fiducial point selected on the image from the video and its corresponding point on the scanner. Results indicated AR could be obtained for at least three minutes in seven out of the nine patients. Overlay fiducial and target registration errors were 0.38 ± 0.23 mm (n = 7) and 0.36 ± 0.15 mm (n = 5) respectively, and the drift error was 1.2 ± 0.5 µm/s. The system remained stable throughout each surgery, with a refresh rate of 12 fps, and a moderate amount of bleeding and introducing surgical instruments didn’t compromise the system’s performance."
Europe PMC; OpenAlex,MED:35265659; W4226342291,10.3389/fsurg.2021.791427,35265659,Evaluation of 3D Robotic-Guided Exoscopic Visualization in Microneurosurgery,2022,2022-02-21,article,Frontiers in Surgery,10,https://doi.org/10.3389/fsurg.2021.791427,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"<h4>Objective</h4>The three-dimensional (3D) exoscope is a novel apparatus introduced in recent years. Although an operating microscope (OM) is customarily used, this novel application offers several advantages. Therefore, this study aimed to determine the feasibility of deploying a robotic-guided 3D-exoscope for microneurosurgery and gauge its subsequent performance.<h4>Methods</h4>The use of a 3D exoscope was compared with that of OM during 16 surgical procedures. Postoperatively, surgeons completed an eight-item Likert-scale satisfaction survey. As a second step, a predefined surgical task was then undertaken by surgeons with varying levels of experience, assessing the time entailed. Two questionnaires, the satisfaction survey and NASA task load index (NASA-TLX), were administered.<h4>Results</h4>During routine procedures, the exoscope proved superior in magnification and ergonomic maintenance, showing inferior image contrast, quality, and illumination. It again ranked higher in magnification and ergonomic maintenance during the suturing task, and the OM excelled in treatment satisfaction and stereoscopic orientation. Workload assessment using the NASA-TLX revealed no difference by modality in the pairwise analysis of all components. At varying levels of experience, beginners bear a significantly higher burden in all principle components than mid-level and expert participants (<i>p</i> = 0.0018). Completion times for the suturing task did not differ (<i>p</i> = 0.22).<h4>Conclusion</h4>The quality of visualization by 3D exoscope seems adequate for treatment and its ergonomic benefit is superior to that of OM. Although experienced surgeons performed a surgical simulation faster under the OM, no difference was evident in NASA-TLX surveys. The 3D exoscope is an excellent alternative to the OM."
Europe PMC,MED:36229135,10.1016/j.nec.2022.05.008,36229135,Exoscopic Cerebrovascular Neurosurgery.,2022,2022-09-11,,Neurosurgery clinics of North America,9,https://doi.org/10.1016/j.nec.2022.05.008,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"The exoscope is the technological successor to the operating microscope in cerebrovascular neurosurgery. It offers advantages including improved operative field magnification, resolution, lighting, ergonomics, team cohesiveness, and microsurgical training However, these advantages of using the exoscope must be weighed against the learning curve during its adoption, especially for senior microneurosurgeons. As exoscope technology is refined, seamless integration of robotics, automation, augmented reality, and hands-free real-time neuronavigation is anticipated."
OpenAlex,W4293498755,10.1088/1361-665x/ac8a2c,,Linear displacement and force characterisation of a 3D-printed flexure-based delta actuator,2022,2022-08-16,article,Smart Materials and Structures,4,https://doi.org/10.1088/1361-665x/ac8a2c,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"Abstract Piezoelectric beams provide a fast, high-force and scalable actuation mechanism that could offer precise motion control to medical microdevices including invasive micromanipulators, catheters and diagnosis tools. Their small displacement range can be addressed by motion amplification mechanisms. In this paper, a piezoelectric-actuated delta-robot actuator is proposed for probe-based confocal laser endomicroscopy (pCLE) microsystems. A prototype is designed and fabricated using three-dimensional (3D) polymer compound printing for a multi-flexure compliant motion amplifier and commercial piezoelectric beams. The flexure material is optimised for maximum linear output motion. The overall robot length is 76 mm and its maximum lateral dimension is 32 mm, with 10 g overall mass, including three piezoelectric beams. An axial motion control range of 0.70 mm and a maximum axial force of 20 mN are demonstrated, at 140 V actuation voltage. The proposed actuator architecture is promising for controlling lens, fibre and micromanipulator components for medical microrobotic applications."
Europe PMC; OpenAlex,MED:35350030; W4220965264,10.1159/000522515,35350030,Robotic Navigational Bronchoscopy Combined with Needle-Based Confocal Laser Endomicroscopy: Case Report of a Novel Approach to Diagnose Small Lung Nodules,2022,2022-01-01,article,Respiration,7,https://doi.org/10.1159/000522515,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Core (title-explicit),"Lung cancer is the most commonly diagnosed cancer and the leading cause of cancer-related death. Advancements in navigational bronchoscopy have shown encouraging results but the diagnostic yield of small lung nodules by bronchoscopic techniques is still below that of transthoracic needle aspiration. The development of robotic bronchoscopy has demonstrated a significantly improved navigational success but the diagnostic yield is regularly limited by near-miss of the target nodule. Needle-based confocal laser endomicroscopy is a novel imaging technique that allows for the real-time visualization of individual cells and structures with microscopic resolution at the tip of the needle. We present the first reported case of confocal laser endomicroscopy guided robotic bronchoscopy for the real-time diagnosis of a small, partially cystic lung nodule."
Europe PMC; OpenAlex,MED:36535801; W4311924743,10.1111/resp.14438,36535801,Robotic bronchoscopic needle‐based confocal laser endomicroscopy to diagnose peripheral lung nodules,2022,2022-12-19,article,Respirology,22,https://doi.org/10.1111/resp.14438,A8; A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Core (title-explicit),"<h4>Background and objective</h4>Robotic bronchoscopy has demonstrated high navigational success in small peripheral lung nodules but the diagnostic yield is discrepantly lower. Needle based confocal laser endomicroscopy (nCLE) enables real-time microscopic imaging at the needle tip. We aim to assess feasibility, safety and needle repositioning based on real-time nCLE-guidance during robotic bronchoscopy in small peripheral lung nodules.<h4>Methods</h4>Patients with suspected peripheral lung cancer underwent fluoroscopy and radial EBUS assisted robotic bronchoscopy. After radial EBUS nodule identification, nCLE-imaging of the target area was performed. nCLE-malignancy and airway/lung parenchyma criteria were used to identify the optimal sampling location. In case airway was visualized, repositioning of the biopsy needle was performed. After nCLE tool-in-nodule confirmation, needle passes and biopsies were performed at the same location.<h4>Measurements and main results</h4>Twenty patients were included (final diagnosis n = 17 (lung) cancer) with a median lung nodule size of 14.5 mm (range 8-28 mm). No complications occurred. In 19/20 patients, good quality nCLE-videos were obtained. In 9 patients (45%), real-time nCLE-imaging revealed inadequate positioning of the needle and repositioning was performed. After repositioning, nCLE-imaging provided tool-in-nodule-confirmation in 19/20 patients. Subsequent ROSE demonstrated representative material in 9/20 patients (45%) and overall diagnostic yield was 80% (16/20). Of the three patients with malignant nCLE-imaging but inadequate pathology, two were diagnosed with malignancy during follow-up.<h4>Conclusion</h4>Robotic bronchoscopic nCLE-imaging is feasible and safe. nCLE-imaging in small, difficult-to-access lung nodules provided additional real-time feedback on the correct needle positioning with the potential to optimize the sampling location and diagnostic yield."
OpenAlex,W4280622251,10.54050/prj1318804,,Robotic detection of early breast cancer,2022,2022-05-07,article,The Project Repository Journal,0,https://doi.org/10.54050/prj1318804,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"Robotic detection of early breast cancer The multidisciplinary CRUK/EPSRC funded project “MAMMOBOT” aims to create a miniature flexible robot to navigate the mammary ducts and detect breast cancer early. The robot will be equipped with optical sensors using principles of endomicroscopy, OCT and Raman spectroscopy, to carry out in situ histopathology."
Europe PMC,MED:34627870,10.1016/j.urology.2021.09.020,34627870,Robotic-Assisted Testicular Autotransplantation.,2022,2021-10-08,,Urology,1,https://doi.org/10.1016/j.urology.2021.09.020,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"Silber and Kelly first described the successful autotransplantation of an intra-abdominal testis in 1976. Subsequent authors incorporated laparoscopy and demonstrated the viability of transplanted testes based on serial postoperative exams. We sought to extend this experience with use of the da Vinci surgical robot, thereby demonstrating a novel robotic technique for the management of cryptorchidism. The procedure was performed for an 18-year-old male with a solitary left intra-abdominal testis. Following establishment of pneumoperitoneum, the robot is docked with four trocars oriented towards the left lower quadrant. Testicular dissection is carried out as shown. The gonadal and inferior epigastric vessels are isolated and mobilized; once adequate length is achieved, the former is clipped and transected, and the testicle and inferior epigastric vessels are delivered out of the body. The robot is then undocked and exchanged for the operating microscope. Arterial and venous anastomoses are completed with interrupted and running 9-0 Nylon, respectively, and satisfactory re-anastomosis is confirmed visually and with Doppler. The transplanted testicle is then fixed inferiorly and laterally within the left hemiscrotum, and all incisions are closed. We note that intraoperative testicular biopsy was not performed, for three reasons: (1) to avoid further risk to an already tenuous, solitary organ, (2) because our primary aim was to preserve testicular endocrine function, and (3) because the presence of ITGCN would neither prompt orchiectomy nor obviate the need for ongoing surveillance via periodic self-examination and ultrasonography. The patient is maintained on bed rest for two days and discharged on postoperative day seven in good condition. Over one year since autotransplantation, his now intra-scrotal testicle remains palpable and stable in size. Serum testosterone is unchanged from preoperative measurements. Robotic-assisted testicular autotransplantation is a feasible and efficacious management option for the solitary intra-abdominal testis."
Europe PMC; OpenAlex,MED:35718579; W4282834666,10.1053/j.semdp.2022.06.006,35718579,The current practice of telecytology for rapid on-site evaluation (ROSE): Practical considerations and limitations,2022,2022-06-13,article,Seminars in Diagnostic Pathology,14,https://doi.org/10.1053/j.semdp.2022.06.006,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"Advances in digital imaging technology and development of high-speed internet has brought a change in ROSE practice from the traditional in-person to remote evaluation. The rapid expansion of image-guided procedures to obtain tissues for diagnosis and ancillary testing has put a huge demand on cytopathologists' time to perform on-site adequacy assessment. The technology of transmitting digital slide images in real-time via the internet from procedure site that can be viewed remotely and provide preliminary diagnosis, has had a huge impact on the practice of ROSE. Telecytology (TC) has increased the efficiency of cytopathologists, by cutting down on travel time to procedure sites and eliminate the long wait time between procedures/needle passes. It also provides the cytopathologist with the flexibility of covering ROSE procedures occurring at several locations simultaneously. The options and design of TC systems are driven by clinical needs, availability of resources and case volume. A buy-in from stakeholders early in the process, infrastructure planning and information technology (IT) support are critical for the successful implementation of TC. Training of staff, validation study and compliance training should be performed according to established guidelines. There are different TC platforms commercially available in the market today, these include static image sharing, real-time video streaming, robotic microscopy and whole slide imaging (WSI). Additionally, low-cost TC system can be built and designed using equipment that are available off-the-shelf. The intent of this review is to highlight the current practices of TC, the pros and cons of each system are discussed."
Europe PMC,MED:34982902,10.1227/ons.0000000000000060,34982902,Visualization and Maneuverability Features of a Robotic Arm Three-Dimensional Exoscope and Operating Microscope for Clipping an Unruptured Intracranial Aneurysm: Video Comparison and Technical Evaluation.,2022,2022-01-01,,"Operative neurosurgery (Hagerstown, Md.)",15,https://doi.org/10.1227/ons.0000000000000060,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Core (title-explicit),"<h4>Background</h4>In recent years, three-dimensional (3D) digital exoscope systems have been developed and reported to form an adequate alternative to the conventional operating microscope.<h4>Objective</h4>To illustrate essential and practical features in a surgical video comparing a robotic arm 3D digital exoscope and a conventional operating microscope to clip a middle cerebral artery aneurysm.<h4>Methods</h4>We used a mouth switch-controlled operating microscope (OPMI PENTERO 900; Carl Zeiss Meditec AG) and robotic arm-controlled 3D digital Aeos exoscope (Aesculap Inc). We assessed the following visualization and optical features: overall visualization quality, color and contrast quality, range and quality of magnification, and adjustment of focus. In addition, we assessed maneuverability for changing surgical site within and viewing angle of the surgical field.<h4>Results</h4>We found that both modalities are suitable for this surgery and offer distinct qualities. The microscope enables faster magnification adjustment and continuous mouth switch-controlled focus adjustments. The advantages of the exoscope include the adaptation of color and contrast settings, and the surgeon can keep both hands in the surgical field while the camera pivots around its working field.<h4>Conclusion</h4>The exoscope and operating microscope offer a similar high-quality visualization of, and smooth maneuvering within, the surgical field. The method of visualization and maneuvering is, however, very distinct. Therefore, a surgeon's acquaintance and experience with the specific features and how to optimally use them in surgery are of utmost importance. Further analyses of both systems are needed to evolve these tools."
OpenAlex,W4387597769,10.1177/15533506231206871,,Design of a Miniature Observation Robot for Light Emitting Diode Irradiation and Indocyanine Green Fluorescence-emission Guided Lymph Node Monitoring in Operating Rooms,2023,2023-10-12,article,Surgical Innovation,1,https://doi.org/10.1177/15533506231206871,A9,True,,A,Active observational sensing,主动观察式检测,A9,Robotic microscopy / confocal endomicroscopy,机器人显微 / 共聚焦内显微扫描,Expanded (abstract-supported),"MOTIVATION: Typical surgical microscopes used for fluorescence-based lymph node detection experience limitations such as weight and restricted adjustability of the integrated light emitting diode (LED) and camera. This restricts the capture of detailed images of specific regions within the lesion. RESEARCH GOAL: This study proposes a miniature observation robot design that offers adjustable working distance (WD) and rotational radius, along with zoom-in/zoom-out functionality. METHODS: A five-degree-of-freedom manipulator was designed, with the end effector incorporating an LED and concave lens to widen the beam width for comprehensive lesion illumination. Additionally, a long-pass filter was integrated into the camera system to enhance image resolution. EXPERIMENTAL RESULTS: Experiments were conducted using a fluorescence-expressing phantom to evaluate the performance of the robot. Results demonstrated a captured image resolution of 9600 × 3240 pixels and a zoom-in/zoom-out capacity of up to 3.68 times. CONCLUSION: The proposed robot design is cost-effective and highly adjustable, enabling suitability for rapid and accurate detection of fresh lymph nodes during surgeries. The robot's capability to detect small lesions (<1 cm), as validated by phantom tests, holds promise for the detection of minute lymph nodes."
