run_id,query_id,focus,source,query_text,since,until,configured_result_limit,validation_status,query_registry_sha256
2026-09-10-public-v2,focused-robotic-blood-and-swab,Robotic blood collection and swab systems,arxiv,"all:robot AND (all:""blood collection"" OR all:venipuncture OR all:""swab robot"" OR all:""robotic swab"")",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-bronchoscopy,Robotic bronchoscopy navigation and diagnostic sampling,pubmed,"((""robotic bronchoscopy"" OR ""robotic-assisted bronchoscopy"") AND (diagnostic OR sampling OR biopsy OR yield)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-bronchoscopy,Robotic bronchoscopy navigation and diagnostic sampling,europepmc,"((""robotic bronchoscopy"" OR ""robotic-assisted bronchoscopy"") AND (diagnostic OR sampling OR biopsy OR yield)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-bronchoscopy,Robotic bronchoscopy navigation and diagnostic sampling,arxiv,"(all:""robotic bronchoscopy"" OR all:""robotic-assisted bronchoscopy"") AND (all:diagnostic OR all:sampling OR all:biopsy OR all:yield)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-feedback-microfluidics,Real-time feedback control in diagnostic microfluidics,pubmed,"((""real-time feedback"" OR ""feedback control"") AND (droplet OR microfluidic OR EWOD)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-feedback-microfluidics,Real-time feedback control in diagnostic microfluidics,europepmc,"((""real-time feedback"" OR ""feedback control"") AND (droplet OR microfluidic OR EWOD)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-feedback-microfluidics,Real-time feedback control in diagnostic microfluidics,arxiv,"(all:""real-time feedback"" OR all:""feedback control"") AND (all:droplet OR all:microfluidic OR all:EWOD)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-assessment-devices,Robotic and automated physical-assessment devices,pubmed,"((""spasticity testing"" OR ""knee laxity testing"" OR ""robotic assessment"") AND (device OR robotic OR automated)) AND (""2000-01-01""[Date - Publication] : ""2026-09-10""[Date - Publication])",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-assessment-devices,Robotic and automated physical-assessment devices,europepmc,"((""spasticity testing"" OR ""knee laxity testing"" OR ""robotic assessment"") AND (device OR robotic OR automated)) FIRST_PDATE:[2000-01-01 TO 2026-09-10]",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
2026-09-10-public-v2,focused-robotic-assessment-devices,Robotic and automated physical-assessment devices,arxiv,"(all:""spasticity testing"" OR all:""knee laxity testing"" OR all:""robotic assessment"") AND (all:device OR all:robotic OR all:automated)",2000-01-01,2026-09-10,0,programmatic platform translation; information-specialist peer review pending,a60b5db0f02c896fb6f0d54f2971f6b89227f3327c67c713b6356cf2ccb56048
