work_key,title,year,doi,primary_mechanism_code,primary_mechanism_en,primary_mechanism_cn,primary_task_code,primary_task_en,primary_task_cn,secondary_task_codes,all_title_rule_hits,classification_rule,public_visible,public_available_location_identified,best_public_url,record_url,sources,screening_level
doi:10.1109/biorob.2016.7523646,Autonomous robotic palpation of soft tissue using the modulation of applied force,2016,10.1109/biorob.2016.7523646,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://kclpure.kcl.ac.uk/ws/files/55807955/Konstantinova_BioRob2016.pdf,https://doi.org/10.1109/biorob.2016.7523646,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/case56687.2023.10260479,RUSOpt: Robotic UltraSound Probe Normalization with Bayesian Optimization for In-plane and Out-plane Scanning,2023,10.1109/case56687.2023.10260479,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2310.03406,https://doi.org/10.1109/case56687.2023.10260479,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/case58245.2025.11163944,An Autonomous Robotic System for Aorta Ultrasound Screening with Deep Learning Segmentation,2025,10.1109/case58245.2025.11163944,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/case58245.2025.11163944,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/embc46164.2021.9630059,Development of a tendon driven robotic probe for prostate palpation.,2021,10.1109/embc46164.2021.9630059,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://ieeexplore.ieee.org/ielx7/9629355/9629471/09630059.pdf,https://doi.org/10.1109/embc46164.2021.9630059,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/embc58623.2025.11254011,Method of synthesizing and enhancing multiple auscultatory sounds for safe and efficient robotic auscultation.,2025,10.1109/embc58623.2025.11254011,1.1,Active observational sensing,主动观察式检测,A6,Active auscultation and acoustic examination,主动听诊与声学检查,,A6,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/embc58623.2025.11254011,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/glbc.2017.7928899,Automated hand support system for robotic ultrasound hand scanner,2017,10.1109/glbc.2017.7928899,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/glbc.2017.7928899,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icaace69793.2026.11509110,LSTM-Based Imitation Learning for Autonomous Ultrasound Scanning in Robot-Assisted Biopsy,2026,10.1109/icaace69793.2026.11509110,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icaace69793.2026.11509110,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icar53236.2021.9659396,Autonomy in robotic prostate biopsy through AI-assisted fusion,2021,10.1109/icar53236.2021.9659396,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icar53236.2021.9659396,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icat2i69744.2025.11472683,Design and Implementation of a Robotic Arm for Automated Swab Collection in PCR Testing,2025,10.1109/icat2i69744.2025.11472683,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icat2i69744.2025.11472683,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icosr57188.2022.00039,Automatic ultrasound scanning for the Carotid Artery by robotic system,2022,10.1109/icosr57188.2022.00039,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icosr57188.2022.00039,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra.2013.6631198,Autonomous robotic palpation: Machine learning techniques to identify hard inclusions in soft tissues,2013,10.1109/icra.2013.6631198,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icra.2013.6631198,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra.2016.7487201,Robotic ultrasound trajectory planning for volume of interest coverage,2016,10.1109/icra.2016.7487201,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icra.2016.7487201,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra.2017.7989729,Towards a soft robotic skin for autonomous tissue palpation,2017,10.1109/icra.2017.7989729,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icra.2017.7989729,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra40945.2020.9196736,Automated robotic breast ultrasound acquisition using ultrasound feedback,2020,10.1109/icra40945.2020.9196736,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://ris.utwente.nl/ws/files/247785100/Welleweerd2020automatic.pdf,https://doi.org/10.1109/icra40945.2020.9196736,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra46639.2022.9811982,Automatic Biopsy Tool Presence and Episode Recognition in Robotic Bronchoscopy Using a Multi-Task Vision Transformer Network,2022,10.1109/icra46639.2022.9811982,1.3,Sample-based interactive diagnosis,采样式交互诊断,S2,Endoscopic or bronchoscopic biopsy,内镜或支气管镜活检,,S2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icra46639.2022.9811982,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra48506.2021.9560865,Out-of-Plane Corrections for Autonomous Robotic Breast Ultrasound Acquisitions,2021,10.1109/icra48506.2021.9560865,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://research.utwente.nl/en/publications/5fff52d6-dbda-4aca-8b3e-b5244cd6d844,https://doi.org/10.1109/icra48506.2021.9560865,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra48506.2021.9561295,Autonomous Navigation of an Ultrasound Probe Towards Standard Scan Planes with Deep Reinforcement Learning,2021,10.1109/icra48506.2021.9561295,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2103.00718,https://doi.org/10.1109/icra48506.2021.9561295,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra48506.2021.9561833,Reciprocally Rotating Magnetic Actuation and Automatic Trajectory Following for Wireless Capsule Endoscopy,2021,10.1109/icra48506.2021.9561833,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icra48506.2021.9561833,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra48891.2023.10161377,Collaborative Robotic Biopsy with Trajectory Guidance and Needle Tip Force Feedback,2023,10.1109/icra48891.2023.10161377,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icra48891.2023.10161377,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra48891.2023.10161542,Robotic Sonographer: Autonomous Robotic Ultrasound using Domain Expertise in Bayesian Optimization,2023,10.1109/icra48891.2023.10161542,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2307.02442,https://doi.org/10.1109/icra48891.2023.10161542,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/icra55743.2025.11127435,Robust Robotic Breast Ultrasound Scanning and Real-Time Lesion Localization,2025,10.1109/icra55743.2025.11127435,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/icra55743.2025.11127435,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/irc.2018.00083,Simulation Study of Autonomous Drive for Active Capsule Endoscopy,2018,10.1109/irc.2018.00083,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/irc.2018.00083,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros.2013.6696818,Autonomous eFAST ultrasound scanning by a robotic manipulator using learning from demonstrations,2013,10.1109/iros.2013.6696818,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/iros.2013.6696818,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros.2015.7353736,Real-time Needle Steering in Response to Rolling Vein Deformation by a 9-DOF Image-Guided Autonomous Venipuncture Robot.,2015,10.1109/iros.2015.7353736,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/iros.2015.7353736,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros.2016.7759101,Automatic force-compliant robotic ultrasound screening of abdominal aortic aneurysms,2016,10.1109/iros.2016.7759101,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/iros.2016.7759101,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros.2016.7759102,System Design and Development of a Robotic Device for Automated Venipuncture and Diagnostic Blood Cell Analysis.,2016,10.1109/iros.2016.7759102,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/5321615,https://doi.org/10.1109/iros.2016.7759102,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros.2018.8594106,"Autonomous Localization, Navigation and Haustral Fold Detection for Robotic Endoscopy",2018,10.1109/iros.2018.8594106,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/iros.2018.8594106,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros47612.2022.9981349,Visual Servo Control of COVID-19 Nasopharyngeal Swab Sampling Robot,2022,10.1109/iros47612.2022.9981349,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/iros47612.2022.9981349,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros51168.2021.9635902,Autonomous Scanning Target Localization for Robotic Lung Ultrasound Imaging.,2021,10.1109/iros51168.2021.9635902,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/9373068,https://doi.org/10.1109/iros51168.2021.9635902,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/iros60139.2025.11247389,Quality-Driven Adaptive Control Framework for Robotic Ultrasound Imaging of Vascular Anatomies,2025,10.1109/iros60139.2025.11247389,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://hdl.handle.net/11311/1303493,https://doi.org/10.1109/iros60139.2025.11247389,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/ismr.2019.8710206,An Admittance-Controlled Robotic Assistant for Semi-Autonomous Breast Ultrasound Scanning,2019,10.1109/ismr.2019.8710206,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/ismr.2019.8710206,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/ismr57123.2023.10130193,Deep Kernel and Image Quality Estimators for Optimizing Robotic Ultrasound Controller using Bayesian Optimization,2023,10.1109/ismr57123.2023.10130193,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2310.07392,https://doi.org/10.1109/ismr57123.2023.10130193,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/ismr57123.2023.10130200,Automatic Contact Force-regulated End-effector Using Pneumatic Actuator for Safe Robotic Ultrasound Imaging,2023,10.1109/ismr57123.2023.10130200,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/ismr57123.2023.10130200,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/ismr57123.2023.10130250,Robotic Optical Coherence Tomography of Human Subjects with Posture-Invariant Head and Eye Alignment in Six Degrees of Freedom.,2023,10.1109/ismr57123.2023.10130250,1.1,Active observational sensing,主动观察式检测,A5,Optical coherence tomography acquisition,光学相干断层成像采集,,A5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/11293772,https://doi.org/10.1109/ismr57123.2023.10130250,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/ismr67322.2025.11025963,Mobile Robotic Optical Coherence Tomography System for Ophthalmic Imaging in Clinical Environments.,2025,10.1109/ismr67322.2025.11025963,1.1,Active observational sensing,主动观察式检测,A5,Optical coherence tomography acquisition,光学相干断层成像采集,,A5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC12308690/,https://doi.org/10.1109/ismr67322.2025.11025963,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/ismr67322.2025.11025984,Deep Learning-Based Segmentation for Autonomous Robot-Assisted Tumor Localization using Ultrasound B-Mode and Strain Elastography Imaging,2025,10.1109/ismr67322.2025.11025984,1.2,Response-based interactive diagnosis,响应式交互诊断,R2,Elastography and stiffness mapping,弹性成像与刚度测绘,A1,A1;R2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/ismr67322.2025.11025984,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/jbhi.2024.3423791,MonoLoT: Self-Supervised Monocular Depth Estimation in Low-Texture Scenes for Automatic Robotic Endoscopy.,2024,10.1109/jbhi.2024.3423791,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://discovery.ucl.ac.uk/10194872/1/MonoLoT_Self-Supervised_Monocular_Depth_Estimation_in_Low-Texture_Scenes_for_Automatic_Robotic_Endoscopy.pdf,https://doi.org/10.1109/jbhi.2024.3423791,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/jsen.2025.11235502,In vivo validation of Wireless Power Transfer System for Magnetically Controlled Robotic Capsule Endoscopy,2025,10.1109/jsen.2025.11235502,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2503.12850,https://doi.org/10.1109/jsen.2025.11235502,arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2020.3003868,Ultrasound-Guided Wireless Tubular Robotic Anchoring System.,2020,10.1109/lra.2020.3003868,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/7610639,https://doi.org/10.1109/lra.2020.3003868,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2021.3056033,Towards Standardized Acquisition with a Dual-probe Ultrasound Robot for Fetal Imaging.,2021,10.1109/lra.2021.3056033,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/7610692,https://doi.org/10.1109/lra.2021.3056033,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2021.3058870,Fast Localization and Segmentation of Tissue Abnormalities by Autonomous Robotic Palpation,2021,10.1109/lra.2021.3058870,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/lra.2021.3058870,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2022.3146542,RSV: Robotic Sonography for Thyroid Volumetry,2021,10.1109/lra.2022.3146542,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2112.06761,https://doi.org/10.1109/lra.2022.3146542,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2022.3170209,Medical Ultrasound Image Quality Assessment for Autonomous Robotic Screening,2022,10.1109/lra.2022.3170209,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/lra.2022.3170209,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2022.3218183,A-SEE: Active-Sensing End-effector Enabled Probe Self-Normal-Positioning for Robotic Ultrasound Imaging Applications.,2022,10.1109/lra.2022.3218183,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC10266708/pdf/nihms-1850615.pdf,https://doi.org/10.1109/lra.2022.3218183,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2023.3237499,Autonomous Robotic System for Breast Biopsy With Deformation Compensation,2023,10.1109/lra.2023.3237499,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://ieeexplore.ieee.org/ielx7/7083369/10024862/10018406.pdf,https://doi.org/10.1109/lra.2023.3237499,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2025.3554104,"A Real-Time, Semi-Autonomous Navigation Platform for Soft Robotic Bronchoscopy.",2025,10.1109/lra.2025.3554104,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC12442719/,https://doi.org/10.1109/lra.2025.3554104,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2025.3555865,Tissue-View Map for Robotic Carotid Artery Ultrasound Scanning Using Reinforcement Learning,2025,10.1109/lra.2025.3555865,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/lra.2025.3555865,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2025.3604746,Smooth Path Planning and Dynamic Contact Force Regulation for Robotic Ultrasound Scanning,2025,10.1109/lra.2025.3604746,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/lra.2025.3604746,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/lra.2026.3665067,Real-Time Coverage Path Planning for Bone-Aware Robotic Ultrasound Scanning,2026,10.1109/lra.2026.3665067,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/lra.2026.3665067,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/mra.2016.2580478,"Robotic Ultrasound: View Planning, Tracking, and Automatic Acquisition of Transesophageal Echocardiography",2016,10.1109/mra.2016.2580478,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://kclpure.kcl.ac.uk/ws/files/108592195/Robotic_Ultrasound_View_Planning_Tracking_and_Automatic_Acquisition_of_Trans_esophageal_Echocardiography.pdf,https://doi.org/10.1109/mra.2016.2580478,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/ro-man60168.2024.10731427,"Trust, Safety and Efficacy of Autonomous Robotic Ultrasound Vascular Imaging Collection on Human Subjects",2024,10.1109/ro-man60168.2024.10731427,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/ro-man60168.2024.10731427,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/robio.2013.6739561,Development of robotic system for autonomous liver screening using ultrasound scanning device,2013,10.1109/robio.2013.6739561,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/robio.2013.6739561,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/robio54168.2021.9739464,Learning Robotic Ultrasound Scanning Skills via Human Demonstrations and Guided Explorations,2021,10.1109/robio54168.2021.9739464,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2111.01625,https://doi.org/10.1109/robio54168.2021.9739464,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/robio64047.2024.10907531,Autonomous In-Plane Normal Positioning in Robotic Ultrasound Scanning,2024,10.1109/robio64047.2024.10907531,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/robio64047.2024.10907531,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tase.2020.2978881,Depth Estimation of Hard Inclusions in Soft Tissue by Autonomous Robotic Palpation Using Deep Recurrent Neural Network,2020,10.1109/tase.2020.2978881,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tase.2020.2978881,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tase.2022.3189339,A Flexible and Fully Autonomous Breast Ultrasound Scanning System,2022,10.1109/tase.2022.3189339,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tase.2022.3189339,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tase.2023.3282974,Task Space Compliant Control and Six-Dimensional Force Regulation Toward Automated Robotic Ultrasound Imaging,2023,10.1109/tase.2023.3282974,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tase.2023.3282974,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tase.2024.3411784,Class-Aware Cartilage Segmentation for Autonomous US-CT Registration in Robotic Intercostal Ultrasound Imaging,2025,10.1109/tase.2024.3411784,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tase.2024.3411784,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tase.2026.3684122,Path Generation and Stable Interaction Control for Autonomous Robotic Breast Ultrasound Scanning,2026,10.1109/tase.2026.3684122,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tase.2026.3684122,Crossref,comparable conservative automated title screen; full-text inclusion pending
